OverallQual,YearBuilt,YearRemodAdd,TotalBsmtSF,GrLivArea,FullBath,GarageCars,SalePrice,ExterQual,BsmtQual,KitchenQual
7,2003,2003,0,1922,3,2,12.198549416880068,Gd,None,Gd
6,1972,2007,483,987,1,1,11.678448377988165,TA,TA,Gd
6,1976,1976,796,1574,2,2,12.154784614286667,TA,Gd,TA
5,1920,1997,672,1344,1,1,11.898194668458823,TA,TA,TA
6,1963,1963,1394,1394,1,2,11.976665770490767,TA,Gd,TA
6,1962,1962,1099,1431,1,1,12.013706813470414,TA,Gd,TA
5,1954,1954,1268,1268,1,1,11.790564777297387,TA,TA,TA
5,1959,2006,1063,1287,1,2,11.995357787034976,TA,TA,Gd
6,2000,2000,953,1664,2,2,12.057578437658945,TA,Gd,TA
4,1959,1959,0,1588,2,2,11.808821212646512,TA,None,TA
6,1984,1984,744,752,1,1,11.736077016252437,TA,Gd,TA
5,1953,1953,608,1319,1,1,11.719947764402807,TA,TA,TA
7,2003,2004,847,1928,2,2,12.299112067295642,Gd,Gd,Gd
1,1922,1950,683,904,0,0,11.0186455364637,Fa,Fa,Fa
5,1996,1996,870,914,1,2,11.904974309480183,Gd,Gd,TA
8,2004,2005,1580,2466,3,2,12.73670383776449,Gd,Gd,Gd
9,2010,2010,1856,1856,1,3,12.885204569609956,Gd,Ex,Ex
6,2000,2000,982,1800,2,2,12.095146671399466,TA,Gd,TA
5,1924,1950,1026,1691,2,1,11.751950239425476,TA,TA,Gd
7,2006,2006,1293,1301,2,2,12.142871895843887,Gd,Gd,Gd
7,2006,2006,939,1797,2,2,12.271396795480596,Gd,Gd,Gd
6,1928,1950,784,784,1,2,11.23850177707664,TA,Fa,TA
6,1992,1992,1580,1953,2,2,12.388398368982115,Gd,Gd,Gd
8,2004,2005,1256,1269,2,2,12.165255859329688,Gd,Gd,Gd
5,1910,1996,658,1184,1,0,11.302216779257382,TA,TA,TA
6,1976,1976,1041,1125,1,1,11.736077016252437,TA,TA,TA
7,1999,2000,1468,1479,2,2,12.160033942617156,Gd,Gd,Gd
10,2007,2008,1682,2332,2,3,12.962196972666593,Ex,Ex,Ex
5,1900,1950,861,1367,1,1,11.686887175419702,TA,TA,TA
6,2001,2002,804,1961,2,2,12.278397958261774,TA,Ex,Gd
5,1959,1959,0,882,1,1,11.575909653758895,TA,None,TA
4,1941,1950,788,788,1,0,11.51293546492023,TA,TA,TA
5,1940,1950,735,1034,1,1,11.599112335481124,TA,TA,TA
5,1956,1956,1144,1144,1,1,11.767575435251748,TA,TA,TA
5,1972,1972,894,894,1,2,11.719947764402807,TA,TA,TA
5,1962,1962,864,1812,2,1,12.040614105490253,TA,TA,TA
5,1920,1950,961,1077,1,1,11.112462823634855,TA,Fa,TA
7,2006,2007,1092,1550,2,2,12.392556361841777,Gd,Gd,Gd
8,1996,1996,1260,1288,1,2,12.411056299528171,Gd,Gd,Ex
7,2005,2005,1310,1310,2,2,12.013646205940514,Gd,Gd,Gd
5,1940,1997,672,672,1,1,11.58989576532275,TA,TA,TA
8,1998,1998,1141,2263,2,2,12.460718739865236,Gd,Gd,Gd
6,1995,1996,806,1572,2,2,12.031725210748633,TA,Gd,TA
4,1976,1993,1281,1620,2,2,11.918397239722838,TA,TA,TA
6,1936,1950,1064,1639,1,1,11.652696102959753,TA,TA,TA
6,1915,1976,840,1680,2,1,12.083910661257521,TA,Gd,TA
7,2006,2006,1063,2172,2,3,12.54254845357358,Gd,Ex,Gd
8,2007,2008,1034,2078,2,3,12.73596827534975,Gd,Ex,Ex
5,1958,1958,1276,1276,1,1,11.002116507732017,TA,TA,TA
5,1955,1955,1056,1056,1,2,11.884495917930655,TA,TA,TA
7,2009,2009,1470,1478,2,2,12.310437165348775,Ex,Ex,Gd
5,1927,1950,1008,1028,1,2,11.652696102959753,TA,TA,TA
7,1993,1993,1080,2097,2,3,12.337105293891872,Gd,Gd,Gd
7,2007,2007,1340,1340,2,2,12.106997888588934,Gd,Gd,Gd
6,1978,1978,672,1400,1,2,11.915058360753719,TA,TA,TA
6,1918,1950,1370,2624,2,3,12.384223015005313,TA,Gd,TA
5,1940,1950,756,1134,1,1,11.744045122410057,TA,TA,TA
5,1968,1968,1056,1056,1,1,11.863589378812122,TA,TA,TA
7,1997,1998,1344,1344,2,4,12.237091546357338,TA,Gd,TA
6,1977,2000,1602,1602,2,2,12.278397958261774,Gd,Gd,Gd
5,1954,1954,988,988,1,2,11.635151947212842,TA,TA,TA
8,1998,1998,1470,2630,2,3,12.660331092405906,Gd,Gd,Gd
6,1956,1956,1196,1196,1,1,11.842236406331555,TA,Gd,TA
7,1946,1992,651,1389,1,1,11.813037464800539,TA,TA,TA
7,1989,1989,1518,1644,2,2,12.524530013005734,Gd,Gd,Gd
4,1957,1957,907,907,1,1,11.599185726610004,TA,TA,TA
7,2007,2007,1208,1208,2,2,12.182809136284991,Gd,Gd,Gd
6,1988,1988,1392,1412,2,2,12.07254696717504,TA,Gd,Gd
6,1971,1971,483,987,1,1,11.355113089309977,TA,TA,TA
6,1920,1998,901,1198,1,0,11.288543647320601,TA,TA,TA
5,1971,1971,765,1365,1,2,11.715874472198905,TA,TA,TA
6,1997,1998,926,1604,2,2,12.10625783509458,TA,Gd,TA
4,1972,1972,630,630,1,0,11.302216779257382,TA,Gd,TA
7,1996,1996,799,1661,2,2,12.264346270624157,Gd,Gd,Gd
6,1920,1950,648,1118,1,2,11.661354090741,TA,Fa,TA
6,1926,2004,884,904,1,1,11.686887175419702,Gd,TA,TA
5,1913,2002,440,694,1,1,11.411457364027745,TA,TA,Gd
6,1920,2000,684,1196,1,2,11.608244735642321,TA,TA,Gd
10,2008,2008,3094,2402,2,3,13.22672519452875,Ex,Ex,Ex
4,1955,1955,1440,1440,2,0,11.678448377988165,TA,TA,Fa
5,1930,1992,1078,1573,2,2,12.000897933306716,TA,TA,TA
7,2006,2007,1258,1258,2,3,12.058158312538197,Gd,Ex,Gd
7,1994,1995,915,1908,2,2,12.25486757159303,Gd,Gd,Gd
6,1956,1956,1436,1689,1,2,11.755879486687116,TA,TA,TA
6,1966,2002,1517,1888,2,2,12.154784614286667,Gd,TA,Gd
7,1998,1999,930,1886,2,2,12.20557752297723,Gd,Gd,Gd
6,1937,1950,780,1376,2,1,11.691080018519527,TA,TA,TA
3,1948,2002,649,1183,1,1,11.695255355062795,TA,TA,TA
6,1930,2005,813,813,1,1,11.608244735642321,TA,TA,Gd
7,1975,1975,1533,1533,2,2,12.54254845357358,TA,Gd,Gd
6,1996,1997,872,1756,2,2,12.225880174775122,Gd,Ex,TA
8,2008,2008,768,1590,2,2,12.25486757159303,Gd,Gd,Gd
5,1976,1976,1728,1728,2,2,12.144202560946876,TA,TA,TA
7,1973,1973,1242,1242,1,2,12.075400019877522,TA,TA,TA
5,1916,1950,624,1344,1,3,11.49273296168228,TA,TA,TA
4,1954,1994,1364,1663,1,2,12.45293662970407,TA,Gd,Gd
8,1925,1996,588,1666,1,1,11.989165855127435,TA,TA,Gd
5,1950,1950,709,1203,1,1,11.608244735642321,TA,TA,Gd
8,2009,2009,832,1935,2,2,12.481565733211923,Gd,Gd,TA
7,1936,2007,560,1135,1,2,11.951186847493476,Gd,Gd,Gd
5,1965,1965,864,864,1,1,11.04106411122238,TA,TA,TA
6,1934,1995,715,1660,1,1,12.147919030759663,TA,TA,TA
5,1978,1978,1040,1040,2,0,11.728044909070785,TA,Gd,TA
7,2004,2004,1375,1414,2,2,12.093693109638318,Gd,Gd,Gd
7,1970,1970,1277,1277,1,2,12.025755079404917,TA,TA,TA
5,1942,1995,728,1644,1,1,11.89478753335453,TA,TA,Gd
8,2006,2006,1626,1634,2,3,12.429220196836383,Gd,Gd,Gd
6,1993,1993,832,1710,2,2,12.138869243416009,Gd,Gd,Gd
8,1985,1985,1488,1502,1,2,12.264346270624157,Gd,Gd,Gd
7,1977,1977,808,1969,2,2,12.154784614286667,TA,Gd,TA
6,2005,2005,547,1072,1,2,11.904974309480183,TA,Gd,TA
8,2006,2007,1976,1976,2,3,12.994532278619134,Gd,Ex,Gd
8,2000,2000,1494,1652,2,2,12.433212202169729,Gd,Gd,Ex
5,1963,1963,970,970,1,2,11.794345471549745,TA,TA,TA
6,1997,1998,1478,1493,2,2,12.249615734512616,TA,Gd,Gd
9,2006,2006,2153,2643,2,3,12.847929163278053,Ex,Gd,Ex
8,2007,2008,1705,1718,2,3,12.601490784782536,Gd,Ex,Gd
4,1937,2000,907,1131,1,2,11.401681006153428,TA,Fa,TA
9,2004,2005,1833,1850,2,3,12.694655727828803,Gd,Ex,Gd
9,2003,2004,1792,1792,2,3,12.832013750189885,Gd,Ex,Ex
7,1915,2005,910,1826,1,1,11.951186847493476,Gd,TA,Ex
6,1998,1998,1216,1216,2,2,12.00762780434872,TA,Ex,TA
5,1962,2001,999,999,1,1,11.794345471549745,TA,TA,Gd
5,1950,2007,1113,1113,1,1,11.898194668458823,Gd,TA,Gd
5,1965,1965,1073,1073,1,2,11.957617696467539,TA,TA,TA
5,1971,1971,1484,1484,2,2,12.07254696717504,TA,Gd,TA
5,1900,1970,954,2414,2,2,11.982935344196433,TA,TA,TA
4,1970,2002,630,630,1,1,11.362114203075018,TA,Gd,Gd
5,1976,1976,264,1304,1,1,11.652696102959753,TA,Gd,TA
6,1941,1950,806,1578,1,1,11.798111925972618,TA,TA,Fa
6,2006,2006,728,1456,2,2,12.059809113551397,Gd,Gd,TA
5,1960,1960,1269,1269,1,1,11.951186847493476,TA,TA,TA
5,1938,1996,190,886,1,1,11.421917019425596,TA,Fa,TA
4,1920,1950,720,720,1,0,10.460270761075149,TA,TA,TA
8,1992,1993,3200,3228,3,2,12.971542813248437,Gd,Gd,Gd
7,1925,1950,1026,1820,2,1,12.122696471358964,TA,TA,TA
5,1967,2004,864,899,1,1,11.775297421715827,TA,TA,Gd
5,1958,1985,912,912,1,1,11.695255355062795,TA,TA,TA
6,1973,1973,672,1218,1,1,11.635151947212842,TA,TA,TA
7,2005,2005,866,1768,2,2,12.331387247601905,Gd,Gd,Gd
5,1965,1965,1214,1214,1,2,11.849404844423074,TA,TA,TA
7,1959,1997,1501,1801,2,2,12.574185427296195,TA,TA,TA
6,1974,1974,855,1322,2,2,11.898194668458823,TA,TA,TA
5,1952,1952,960,1960,2,2,11.732069026983156,TA,TA,TA
8,1993,1994,777,1911,2,2,12.278397958261774,Gd,Gd,Gd
6,2009,2009,1218,1218,2,2,12.246739428005663,Gd,Gd,Gd
7,1928,2005,689,1378,2,2,11.989165855127435,TA,TA,Gd
5,1959,1959,1041,1041,1,1,11.732069026983156,TA,TA,TA
5,1951,2000,1008,1363,1,1,12.013100572810686,Gd,TA,TA
7,2005,2006,1368,1368,2,2,12.2193145828011,Gd,Gd,Gd
5,1958,1958,864,864,1,2,11.774527900858468,TA,TA,TA
6,1983,1983,1084,1080,1,2,11.80560254159177,TA,TA,TA
5,1926,1950,768,789,1,1,11.477308649967686,TA,TA,TA
10,2009,2009,2006,2020,2,3,12.90634935052389,Ex,Ex,Ex
6,1972,1972,689,2119,2,2,11.970356641102999,TA,TA,TA
7,1996,1997,1264,2344,2,3,12.487488878546145,Gd,Gd,Gd
6,1998,1998,794,1796,2,2,12.259618151783465,TA,Gd,TA
7,1926,2004,1276,2080,1,1,12.36308066783498,Gd,Gd,Gd
4,1900,2000,0,1294,2,0,11.573559498507079,TA,None,TA
6,1957,1957,1244,1244,1,1,11.918397239722838,TA,TA,TA
6,1947,1950,1004,1664,2,2,11.976665770490767,TA,TA,TA
10,2007,2008,3138,4676,3,3,12.126764251515691,Ex,Ex,Ex
7,1996,1997,1379,2398,2,3,12.662709207270272,Gd,Gd,Gd
7,2005,2005,1257,1266,2,2,12.07824495582233,Gd,Gd,Gd
5,1956,2000,928,928,1,1,11.790564777297387,TA,Gd,TA
9,2008,2008,1452,2713,2,3,13.008661502470739,Ex,Ex,Ex
4,1920,2002,528,605,1,0,11.362114203075018,TA,TA,TA
6,1957,1975,2035,2515,3,2,12.209192772866418,Gd,TA,TA
6,1988,1989,1461,1509,2,2,12.07254696717504,Gd,Gd,Gd
6,1920,1999,611,1362,2,2,11.759793355371237,TA,Fa,TA
5,1955,2007,0,827,1,1,11.58525542883217,TA,None,TA
1,1946,1950,0,334,1,0,10.579005242826247,Fa,None,Fa
8,2004,2004,707,1414,2,2,12.08954444723597,Gd,Ex,Gd
5,1910,1991,1117,1347,1,0,11.58525542883217,TA,Gd,TA
7,1998,1999,880,1724,2,2,12.144202560946876,TA,Gd,Gd
4,1972,1972,864,864,1,2,11.619544188752133,TA,TA,TA
5,1968,1968,1051,1159,1,1,11.970356641102999,TA,TA,TA
8,2001,2002,1581,1601,2,2,12.513561021741964,Gd,Gd,Gd
9,2006,2006,1838,1838,2,3,12.660331092405906,Ex,Ex,Ex
8,2000,2000,969,2285,2,3,12.421188057397055,Gd,Gd,Gd
7,1998,1999,1650,1680,2,2,12.270225154674701,Gd,Ex,Gd
7,1998,1998,723,767,1,1,11.798111925972618,TA,Gd,TA
7,2006,2006,654,1496,2,2,12.098854850641,Gd,Gd,Gd
7,1988,1988,1204,2183,2,3,12.34148164933907,Gd,Gd,Gd
6,1923,1950,1065,1635,1,2,12.25486757159303,TA,Gd,TA
5,1970,1970,768,768,1,2,11.771443882099637,TA,Gd,TA
5,1955,1995,825,825,1,2,11.736077016252437,TA,TA,TA
7,2003,2004,912,2094,2,2,12.479913113434042,Gd,Gd,Gd
6,1977,1977,1069,1069,2,2,11.849404844423074,TA,Gd,TA
5,1957,1957,928,928,1,1,11.630717389475995,TA,TA,TA
8,2006,2006,1709,1717,2,3,12.450981602512561,Gd,Ex,Gd
4,1949,2003,0,1126,2,2,11.58989576532275,TA,None,Gd
7,2003,2004,998,2046,2,3,12.556733038263905,Gd,Gd,Gd
5,1922,1950,993,1048,1,1,11.635151947212842,TA,TA,TA
5,1957,1957,1092,1092,1,1,11.856522261533737,TA,TA,TA
4,1920,1950,637,1336,1,1,11.58989576532275,TA,TA,TA
7,1996,1997,729,1446,2,2,12.07254696717504,TA,Gd,TA
7,2003,2004,1374,1557,2,2,12.36308066783498,Gd,Gd,Gd
5,1957,1996,1392,1392,1,2,11.707677772181546,TA,Gd,TA
5,1974,1975,1389,1389,1,2,12.04355959836804,TA,Gd,TA
5,1940,1969,996,996,1,0,11.58989576532275,TA,TA,TA
6,1918,1950,1163,1674,2,2,12.128116509451258,TA,Gd,TA
7,1992,2000,1095,2295,2,2,12.498745990829315,Gd,Gd,Gd
6,1915,1950,806,1647,1,1,11.759793355371237,TA,Gd,Fa
9,2005,2007,1122,2504,2,3,12.691583538230217,Gd,Gd,Ex
7,2004,2004,1517,1535,2,2,12.273735966890268,Gd,Gd,Gd
8,1983,2009,1496,2132,1,2,12.665397584983758,Gd,Gd,Gd
5,1979,1979,943,943,1,2,11.820123358887447,TA,Gd,TA
5,1965,1965,1728,1728,2,2,11.867805799560465,TA,TA,TA
6,1959,1959,864,864,1,1,11.695255355062795,TA,TA,Gd
7,2009,2009,846,1692,2,2,12.32163544049751,TA,Ex,Gd
7,2000,2000,384,1430,2,2,12.04355959836804,TA,Gd,TA
5,1971,2005,372,1109,1,1,11.842236406331555,TA,TA,TA
5,1947,1950,832,1216,1,1,11.682676678340282,TA,TA,TA
7,1928,1950,861,1477,2,1,11.884495917930655,TA,TA,TA
5,1966,1966,1164,1320,1,2,12.010671928196443,TA,TA,TA
7,2007,2007,689,1392,2,2,11.891368749982085,Gd,Gd,Gd
5,1954,1954,1050,1795,2,1,11.78676973513378,TA,TA,TA
6,1960,1987,1144,1429,1,2,12.111217862017215,TA,TA,Gd
8,2008,2009,2042,2042,2,3,12.442306148381938,Ex,Ex,Ex
6,1990,1990,816,816,1,0,11.682676678340282,TA,Gd,TA
10,1893,2000,1237,2775,3,2,12.691583538230217,Ex,TA,Gd
4,1935,1995,884,1573,1,1,11.798111925972618,TA,TA,Gd
8,2005,2006,1868,2028,2,3,12.820990681250251,Gd,Ex,Gd
6,1918,2000,816,838,1,1,11.775297421715827,TA,TA,Fa
5,1982,1982,840,860,1,2,11.827743504053695,TA,TA,TA
5,1968,2003,1437,1473,1,1,11.870606902224587,TA,TA,Ex
5,1930,1960,742,935,1,1,11.283524879179666,TA,TA,TA
7,2004,2004,770,1582,2,2,12.132969552931216,Gd,Gd,Gd
10,2008,2008,1722,2296,2,3,13.02132904585825,Ex,Ex,Ex
5,1982,2003,816,816,1,2,11.835016210489899,TA,TA,TA
6,2003,2003,848,848,1,2,11.849404844423074,Gd,Gd,Gd
5,1975,1975,924,924,1,1,11.608244735642321,TA,Gd,TA
8,2005,2006,1814,1826,2,3,12.672949516558306,Gd,Gd,Gd
6,1910,1993,684,1368,1,1,11.648373769145277,TA,TA,TA
7,2006,2007,1258,1402,0,3,12.176654133447505,Gd,Ex,Gd
5,1977,1977,1430,1647,2,2,12.289958727201455,TA,Gd,Gd
6,1980,1980,716,1556,2,2,11.92504173829169,TA,Gd,TA
8,2005,2005,1058,1904,2,2,12.524530013005734,Gd,Gd,Ex
6,1937,1950,780,1375,1,1,11.856522261533737,TA,TA,Gd
8,1992,1992,908,1915,2,2,12.301387370778713,Gd,Gd,Gd
7,2004,2005,600,1200,2,2,11.92504173829169,Gd,Gd,Gd
7,2002,2002,1494,1494,2,2,12.30592250537653,Gd,Gd,Gd
7,1965,1990,768,1986,2,2,12.230770136157428,TA,TA,TA
5,1996,1996,1040,1040,1,2,11.931642378754141,TA,Gd,Gd
5,1948,2002,896,2008,3,1,12.323860125621126,TA,TA,Ex
8,1934,1998,965,3194,2,2,12.791358964949923,TA,Gd,TA
4,1961,1961,1029,1029,1,1,11.682676678340282,TA,TA,TA
9,2000,2000,1440,2153,2,3,12.653961664405365,Gd,Ex,Ex
6,1978,1978,1032,1032,2,2,11.904974309480183,TA,Gd,TA
8,2001,2001,1299,1872,2,2,12.474193386571581,Gd,Gd,Ex
5,2007,2007,1120,1120,1,0,11.898194668458823,TA,Gd,TA
4,1972,1972,630,630,1,0,11.231901180182515,TA,Gd,TA
6,1963,1963,936,1054,1,2,11.83138646878959,TA,TA,Gd
6,2002,2003,783,1509,2,2,12.118339189722553,Gd,Gd,Gd
6,1954,1954,832,832,1,2,11.566475710526321,TA,TA,Gd
9,2007,2007,1822,1828,2,3,12.659737267217572,Ex,Ex,Gd
8,2003,2003,1482,2262,2,3,12.628070334272698,Gd,Gd,Gd
3,1914,1950,864,864,1,0,11.112462823634855,TA,TA,TA
6,1974,1997,1522,2614,2,2,12.388398368982115,TA,TA,TA
5,1977,1977,980,980,1,2,11.813037464800539,TA,TA,TA
6,2000,2000,756,1512,2,2,12.034696963475044,Gd,Gd,Gd
6,1972,1972,732,1790,1,2,12.014615485902027,TA,TA,TA
6,1962,1962,1116,1116,1,2,11.982935344196433,TA,TA,TA
5,1960,1978,978,1422,1,1,11.848690308590857,TA,TA,TA
6,1955,1972,1156,1520,1,1,11.938199736300925,TA,TA,TA
5,1969,1969,1040,2080,1,2,11.813037464800539,TA,Gd,Fa
6,1964,1964,1248,1350,1,2,12.034696963475044,TA,TA,TA
5,1880,1991,636,1750,1,1,11.728044909070785,TA,Fa,Ex
8,2006,2006,1554,1554,2,2,12.252483791602627,Gd,Gd,Gd
7,1977,1977,1386,1411,2,2,11.320565693461432,TA,TA,TA
5,1954,2005,1056,1056,1,1,11.845109950883979,TA,TA,TA
6,1980,1980,1056,1056,0,2,11.87757552297847,TA,TA,TA
6,1914,1995,1440,3395,2,0,12.206077645517674,Fa,TA,Fa
2,1936,1950,264,800,1,0,11.002116507732017,Fa,TA,Fa
5,1954,1954,811,1387,2,1,11.440365524765756,TA,TA,Gd
5,1910,1950,796,796,1,0,11.350418300109132,TA,Fa,TA
8,2006,2006,1520,1567,2,3,12.485830907348902,Gd,Gd,Ex
8,2003,2004,1518,1518,1,2,12.520887034998584,Ex,Ex,Ex
7,2001,2001,1057,1929,2,2,12.328294703023394,Gd,Gd,Gd
8,1972,1995,1952,2704,2,2,12.75130259456002,Gd,Gd,Ex
5,1969,1969,780,1620,2,2,11.931642378754141,TA,TA,TA
9,2009,2009,1766,1766,2,3,12.823631142839984,Ex,Ex,Ex
6,1971,1971,981,981,1,2,11.872353615355413,TA,TA,TA
5,1950,1950,0,1048,1,2,11.495789479023493,TA,None,TA
6,1953,1953,1094,1094,1,2,11.951186847493476,TA,TA,TA
6,1966,1966,756,1839,1,2,11.951186847493476,TA,TA,TA
4,1970,1970,630,630,1,0,11.344518647594766,TA,Gd,TA
7,2007,2007,813,1665,2,2,12.235393555399902,Gd,Gd,Gd
4,1940,1950,755,1510,1,1,11.58989576532275,TA,TA,TA
7,1996,1996,880,1716,2,2,12.160033942617156,Gd,Gd,Gd
6,1906,1995,756,1469,1,1,11.813037464800539,TA,TA,TA
8,1995,1995,2109,2113,2,3,12.765691290604371,Gd,Gd,Gd
6,1971,1971,525,1092,1,1,11.385103457032141,TA,TA,TA
5,1959,2006,1053,1053,1,1,11.8879382384223,Gd,TA,Gd
7,1931,2000,776,1502,1,1,11.91170829631447,TA,Gd,TA
6,1948,1950,912,1458,1,1,11.487617913343598,TA,TA,TA
5,1964,1999,1486,1486,1,2,12.025755079404917,TA,TA,TA
7,1976,1976,793,1935,2,2,12.19552218463499,TA,Gd,TA
8,1994,2005,1629,2448,2,3,12.904209855160254,Gd,Gd,Gd
6,1968,1968,1392,1392,1,2,11.608244735642321,TA,Fa,TA
4,1972,1972,1138,1181,2,2,11.83138646878959,TA,Gd,TA
8,2005,2006,2077,2097,1,3,12.955129822091815,Gd,Ex,Ex
8,2000,2000,1406,1936,2,2,12.348010479804223,Gd,Gd,Gd
6,1965,1979,1021,2380,2,2,11.767575435251748,TA,Gd,TA
6,1994,1998,1408,1679,2,2,12.173037959397275,TA,Gd,Gd
5,1956,1987,1188,1437,1,2,12.031725210748633,TA,TA,TA
4,1922,1950,700,1180,1,1,11.83138646878959,TA,Fa,Fa
6,2005,2005,738,1476,2,2,12.063938642041201,Gd,Gd,Gd
6,1925,1950,672,1369,2,1,11.548302261270587,TA,TA,TA
6,1977,1977,1208,1208,1,2,12.013706813470414,Gd,Gd,TA
6,1957,2004,1477,1839,2,2,12.458778882573533,TA,TA,Gd
6,1965,1965,1136,1136,1,1,11.849404844423074,TA,TA,TA
6,1978,1978,855,1441,2,2,11.908346971208951,TA,TA,TA
4,1900,1950,1095,1774,2,3,11.373674891823535,TA,TA,TA
5,1924,2006,768,792,1,1,11.603688960617083,Gd,TA,Gd
8,2008,2008,2046,2046,2,3,12.827995001361906,Gd,Ex,Gd
5,1961,1961,988,988,1,2,11.763691965388299,TA,TA,TA
6,1980,1980,923,923,2,1,11.870606902224587,TA,Gd,TA
5,1932,2000,793,1520,1,1,11.979391594635791,TA,TA,TA
6,1996,1997,1291,1291,1,2,12.06105265381003,TA,Gd,Gd
9,2002,2002,1626,1668,2,3,12.560247968016562,Gd,Gd,Gd
7,1998,1998,1195,1839,2,2,12.30592250537653,Gd,Gd,TA
7,1984,1984,1190,2090,2,2,12.242891437918386,Gd,Gd,Gd
7,2007,2007,874,1761,3,2,12.336556900342153,Gd,Gd,Gd
7,2004,2004,551,1102,2,2,11.910365121788654,Gd,Gd,Gd
8,2007,2007,1419,1419,2,2,12.879019669789754,Gd,Gd,Gd
6,2005,2006,1362,1362,2,2,12.179220327453931,Gd,Gd,Gd
6,2004,2004,848,848,1,2,11.856522261533737,Gd,Gd,Gd
10,1994,1995,2444,4316,3,3,13.534474352733596,Ex,Ex,Ex
7,1989,1990,1210,2519,2,2,12.721888795877375,Gd,Gd,Gd
5,1921,1968,1073,1073,1,1,11.59433032142082,TA,TA,TA
5,1936,1950,927,1539,1,2,11.860062063178267,TA,TA,TA
6,1987,1987,1112,1137,2,2,12.07824495582233,TA,Gd,Gd
5,1921,1950,616,616,1,1,11.39640288460621,TA,TA,TA
5,1952,1952,980,1148,1,1,11.724004532183379,TA,Ex,TA
5,1965,2009,894,894,1,1,11.83863282480007,TA,TA,TA
7,2004,2004,1391,1391,2,2,12.185875040240456,Gd,Gd,Gd
8,2002,2002,1800,1800,2,3,12.652362948153474,Gd,Ex,Gd
7,1969,1969,1164,1164,1,2,11.849404844423074,TA,TA,TA
8,2006,2006,1234,2576,2,3,12.799178471909892,Ex,Ex,Ex
5,1900,1996,360,1812,2,2,11.849404844423074,TA,Gd,Gd
7,2004,2005,1473,1484,2,2,12.269052139516223,Gd,Gd,Gd
4,1930,1950,0,1092,2,0,10.915106645867503,Fa,None,Fa
7,1971,2002,1643,1824,2,2,12.618185607609803,TA,Gd,Gd
8,2006,2006,1324,1324,2,2,12.445093483000798,Gd,Gd,Gd
7,2007,2007,728,1456,2,2,12.09815887308463,Gd,Gd,Gd
5,1966,1966,876,904,1,1,11.60733523953139,TA,TA,TA
3,1935,2003,270,729,1,0,10.859018228147887,Gd,TA,TA
4,1900,1950,859,1178,1,1,11.54031687156214,TA,TA,TA
8,1988,1989,1228,1228,2,2,12.149507585033072,Gd,Gd,Gd
4,1970,1970,960,960,1,2,11.767575435251748,TA,TA,TA
6,1976,2005,725,1479,2,2,11.779136168550774,Gd,TA,Gd
6,1974,1974,1064,1350,2,2,12.013706813470414,TA,Gd,TA
7,1890,1998,718,2554,1,2,11.979805470779858,TA,TA,TA
5,1973,2000,1176,1178,1,2,11.964007453736912,TA,Gd,Gd
7,1993,1994,1311,2418,2,3,12.739640688812674,Gd,Gd,Gd
5,1969,1969,971,971,1,1,11.763691965388299,TA,Gd,TA
8,1985,1985,1742,1742,2,2,12.524530013005734,Gd,Gd,Gd
6,2004,2004,848,848,1,2,11.870606902224587,Gd,Gd,Gd
4,1970,1970,864,864,1,2,11.732069026983156,TA,TA,TA
4,1954,1972,941,1470,2,1,11.813037464800539,TA,TA,TA
9,2007,2008,1698,1698,2,3,12.676079399771027,Ex,Ex,Ex
4,1970,1970,864,864,1,2,11.699413330633599,TA,TA,Gd
6,1988,2007,880,1680,2,2,12.310437165348775,Gd,Gd,Gd
7,2007,2007,1232,1232,2,2,12.178192583415596,Gd,Gd,Gd
