OverallQual,YearBuilt,YearRemodAdd,TotalBsmtSF,GrLivArea,FullBath,GarageCars,SalePrice,ExterQual,BsmtQual,KitchenQual
5,1958,1958,1584,1776,2,3,11.608244735642321,TA,TA,TA
4,1925,1950,780,1208,1,2,11.542493975902508,TA,TA,TA
8,1995,1996,1595,1616,2,2,12.373707715234994,Gd,Gd,Gd
7,2003,2003,868,1146,2,2,12.141539457711714,Gd,Ex,Gd
7,1998,1999,1153,2031,2,2,12.312686874960354,Gd,Gd,Gd
5,1961,1983,864,1144,1,1,11.786008995353765,TA,TA,TA
5,1968,1968,948,948,1,1,11.58989576532275,TA,TA,TA
7,1914,1970,880,1768,1,2,12.001511614739405,TA,Gd,TA
3,1950,1950,0,1040,2,2,11.445727410406752,TA,None,TA
8,2005,2005,893,1801,2,3,12.3879816172226,Gd,Gd,Gd
5,1987,1988,1200,1200,3,0,12.095146671399466,TA,Gd,TA
7,2004,2004,864,1728,2,2,12.154784614286667,Gd,Gd,Gd
5,1910,2002,264,1432,2,2,11.790564777297387,TA,Fa,TA
6,1961,1996,912,912,1,1,11.863589378812122,TA,TA,Gd
7,2000,2001,1349,1349,2,2,12.095146671399466,TA,Gd,TA
5,1963,1999,520,1464,2,2,12.07254696717504,TA,Gd,TA
8,1993,1993,1337,1337,2,2,12.100717685412471,Gd,Gd,Gd
8,1976,1996,1142,2715,3,2,12.61087420020211,Ex,TA,Gd
7,2000,2000,952,2256,2,2,12.371591321286905,Gd,Gd,Gd
7,1880,2003,1240,2640,1,4,12.491176396967154,Gd,TA,Gd
7,1996,1996,1720,1720,2,2,12.469978029554953,Gd,Gd,Gd
4,1945,1950,0,1529,2,1,11.49273296168228,TA,None,TA
4,1910,2004,576,1140,1,0,11.477308649967686,TA,TA,TA
7,2003,2003,660,1320,2,2,11.995357787034976,Gd,Gd,Gd
6,1997,1997,1479,1494,2,2,12.28765724080691,TA,Gd,Gd
8,2005,2005,1030,2098,2,3,12.526346537332584,Gd,Gd,Ex
6,1969,2005,1026,1026,1,2,11.957617696467539,TA,TA,Gd
6,1999,1999,729,1471,2,2,12.058158312538197,TA,Gd,TA
8,2007,2007,866,1768,2,2,12.264346270624157,Gd,Gd,Gd
6,1978,1978,672,1386,2,2,11.97603664577121,TA,TA,TA
7,1999,1999,744,1501,2,2,12.097378802727306,TA,Gd,TA
8,1995,1995,1318,2531,2,3,12.577639650232573,Gd,Gd,Gd
6,1959,1959,864,864,1,1,11.755879486687116,TA,TA,TA
5,1924,1950,1145,1301,1,2,11.51293546492023,TA,TA,Fa
7,2009,2009,756,1547,2,2,12.279327754099118,TA,Gd,Gd
8,1999,1999,1252,2365,2,3,12.727841176689147,Gd,Gd,Gd
8,1995,1996,1494,1494,1,2,12.506180941677357,Gd,Gd,Ex
9,2008,2008,1498,1506,2,2,12.484208043148733,Gd,Gd,Ex
7,1988,1988,980,1714,2,2,12.188422799337028,TA,Gd,TA
6,1940,1985,983,1750,2,1,11.982935344196433,TA,Gd,TA
7,2004,2005,1860,1836,2,2,12.28690580994122,Gd,Gd,Gd
8,2003,2003,1650,3279,3,3,13.195615697878253,Ex,Gd,Ex
5,1982,1982,858,858,1,2,11.812296455066814,TA,Gd,TA
4,1951,1951,836,1220,1,2,11.532737896139919,TA,Fa,TA
6,1976,1976,1029,1117,1,2,11.580593459194764,TA,TA,TA
5,1958,1958,912,912,1,1,11.648338835562747,TA,TA,TA
8,2006,2006,1935,1973,2,3,12.886643575525625,Gd,Gd,Gd
6,1998,1998,1204,1204,2,2,11.995357787034976,TA,Ex,TA
7,2005,2006,1614,1614,2,3,12.308182383129823,Gd,Gd,Gd
5,1974,1974,864,894,1,2,11.86710429621008,TA,TA,TA
5,1977,1977,0,2020,2,2,11.87757552297847,TA,None,TA
6,1977,1977,975,1004,1,2,11.813037464800539,TA,Gd,TA
7,1995,1996,1237,1253,2,2,12.07824495582233,TA,Gd,TA
6,1992,1992,761,1603,2,2,12.077676615757813,Gd,Gd,Gd
7,2001,2002,1413,1430,2,2,12.139403856983334,Gd,Gd,Gd
5,1978,1978,1097,1110,1,2,12.016732516077072,TA,Gd,Gd
6,1914,2001,742,1484,2,0,11.759793355371237,TA,TA,TA
6,1967,1967,1372,1342,2,2,11.992266613576142,TA,TA,TA
5,1915,1950,686,1652,2,1,11.842236406331555,TA,Fa,TA
7,2004,2004,956,2084,2,2,12.358798024384122,Gd,Gd,Gd
4,1954,2000,901,901,1,1,11.588969419043872,TA,TA,TA
6,1966,2007,832,2087,2,2,12.141539457711714,TA,TA,Gd
7,2005,2006,1145,1145,2,2,11.984184555794167,Gd,Gd,Gd
6,1976,1976,1029,1062,1,2,11.896833207128452,TA,Gd,TA
7,1996,1997,1117,2013,2,2,12.505402864156405,Gd,Gd,TA
8,2007,2007,1496,1496,2,2,12.323860125621126,Gd,Gd,Gd
7,1994,1996,712,1895,2,2,12.178192583415596,Gd,Gd,Gd
6,1980,1981,650,1564,2,2,12.049424683420915,TA,Gd,TA
6,1977,1977,660,1285,1,2,11.874097282798648,TA,TA,TA
5,1953,1953,773,773,1,1,11.608244735642321,TA,TA,TA
9,2008,2009,1926,3140,3,3,13.091906231773164,Ex,Ex,Ex
5,1937,1950,731,1768,1,1,12.07254696717504,TA,Gd,Gd
6,1997,1997,616,1688,2,2,12.206077645517674,TA,Gd,Gd
4,1916,1990,1196,1196,1,2,11.60733523953139,TA,TA,TA
7,2005,2005,728,1456,2,2,12.149507585033072,Gd,Gd,Gd
9,2008,2009,1734,2822,3,3,13.275829251377,Ex,Ex,Ex
5,1954,1954,936,1128,1,1,11.678448377988165,TA,TA,TA
7,2008,2008,1417,1428,2,2,12.335700805443338,Gd,Gd,Ex
5,1967,1967,980,980,2,1,11.816734299348461,TA,TA,TA
5,1923,2004,1324,1576,1,2,12.317171167298682,TA,TA,Gd
5,1966,1966,1024,1086,1,2,11.982622797311857,TA,TA,TA
5,1898,1965,849,2138,2,2,11.571203807011969,TA,TA,TA
6,1974,1999,1040,1309,1,2,12.10625783509458,TA,TA,Gd
6,2004,2004,848,848,1,2,11.881041706925902,Gd,Gd,Gd
5,1952,1952,540,1044,1,2,10.932999821119937,Fa,TA,Fa
6,1958,1958,1442,1442,1,1,11.969723533345908,TA,TA,TA
5,1918,1950,686,1250,1,1,11.661354090741,TA,TA,Fa
7,1998,1998,1649,1661,2,2,12.323415584358154,TA,Gd,Gd
5,1954,1954,1008,1008,1,1,11.827743504053695,TA,TA,TA
8,2002,2002,1568,1689,2,3,12.509877789891931,Gd,Gd,Gd
6,1971,1971,1010,1052,1,2,11.951186847493476,TA,TA,TA
7,2009,2010,1358,1358,2,2,12.319405795112926,Gd,Gd,Gd
7,2003,2003,798,1640,2,2,12.117246896289503,Gd,Gd,Gd
4,1953,1953,936,936,1,2,11.440365524765756,Fa,Fa,TA
7,2003,2003,847,1733,2,2,12.323860125621126,Gd,Gd,Gd
6,1940,1950,778,1489,2,1,11.845827048676645,TA,TA,TA
8,2006,2006,1489,1489,2,2,12.357079818283598,Gd,Gd,Gd
10,2007,2008,2078,2084,2,3,12.861001210669146,Ex,Ex,Ex
5,1924,1950,784,784,1,0,11.603688960617083,TA,TA,Gd
7,2001,2001,1454,1434,2,2,12.149507585033072,Gd,Gd,Gd
5,1967,1967,1013,2126,2,2,12.128116509451258,TA,TA,TA
7,2005,2005,600,1223,2,2,11.900912042974875,Gd,Gd,Gd
6,1957,1957,1392,1392,1,2,12.019749091416921,TA,TA,TA
7,2005,2005,600,1200,2,2,11.92504173829169,TA,Gd,Gd
7,2003,2003,941,1829,2,2,12.37581963951765,Gd,Gd,Gd
6,1964,1964,1516,1516,1,2,12.025755079404917,TA,TA,TA
5,1961,1961,1144,1144,1,2,11.849047640327147,TA,TA,TA
4,1950,1995,1067,1067,2,2,11.759793355371237,TA,Gd,Gd
5,1948,1973,1559,1559,1,2,11.941462360646149,TA,TA,TA
6,1973,1973,483,987,1,1,11.51293546492023,TA,TA,TA
5,1995,2006,1099,1099,1,1,11.87757552297847,TA,Gd,Gd
5,1946,1995,768,1200,1,1,11.779136168550774,TA,TA,TA
6,1925,1950,672,1482,2,1,11.849404844423074,TA,TA,Fa
5,1904,2002,650,1539,2,2,11.967187086434018,TA,TA,Gd
6,1966,1966,1127,1165,1,2,12.071975378543236,TA,TA,TA
5,1961,1961,1800,1800,2,0,11.856522261533737,TA,TA,TA
5,1915,1950,876,1416,1,3,11.944064817531656,TA,TA,TA
5,1975,1981,1390,1701,2,2,12.049424683420915,TA,Gd,TA
7,1993,1993,740,1775,2,2,12.269052139516223,Gd,Gd,Gd
5,1972,1972,864,864,1,1,11.80186424743109,TA,TA,TA
6,1908,1997,907,2358,3,2,12.388398368982115,TA,TA,TA
6,1976,1994,528,1855,2,2,12.138869243416009,Gd,TA,TA
6,2003,2003,848,848,1,2,11.78676973513378,Gd,Gd,Gd
8,2003,2003,1273,1456,2,2,12.278397958261774,Gd,Gd,Gd
7,1941,1950,918,1646,2,1,12.00762780434872,TA,TA,TA
6,1964,1964,1127,1445,1,2,11.970356641102999,TA,TA,TA
5,1955,1974,1763,1779,1,2,12.04355959836804,TA,TA,TA
5,1962,2010,1040,1040,1,1,11.751950239425476,TA,TA,TA
6,1978,1978,940,1026,1,2,11.898194668458823,TA,Gd,TA
6,1994,1995,702,1481,2,2,12.066816325306588,TA,Gd,TA
7,1976,1976,1090,1370,2,2,11.931642378754141,TA,Gd,TA
6,1968,1984,1054,2654,2,2,12.429220196836383,TA,TA,Gd
7,1918,1998,912,1426,1,1,12.154521423145216,Gd,TA,Gd
5,1965,1965,1039,1039,1,2,11.78676973513378,TA,TA,TA
6,1984,1985,1040,1097,2,2,11.931642378754141,TA,Gd,TA
5,1959,1959,1148,1148,1,1,11.794345471549745,TA,TA,TA
7,2007,2008,1372,1372,2,2,12.43153750053306,Gd,Ex,Gd
5,1970,1970,1002,1002,1,2,11.908346971208951,TA,TA,TA
8,2006,2007,1638,1646,2,3,12.424810506025395,Gd,Gd,Gd
4,1961,1961,1040,1120,1,2,11.767575435251748,TA,TA,Fa
5,1948,1950,0,2320,2,2,12.037659911047468,TA,None,TA
7,1993,1994,1050,1949,2,2,12.371591321286905,Gd,Gd,Gd
5,1962,1962,894,894,1,1,11.603688960617083,TA,TA,TA
6,1998,1998,804,1682,2,2,12.208574513247495,TA,Gd,Gd
5,1953,1996,105,910,1,2,11.661354090741,Gd,TA,Gd
5,1949,1950,832,1268,1,1,11.798111925972618,Gd,TA,TA
5,1941,1950,676,1131,1,1,11.104972264124868,TA,TA,TA
8,2007,2007,1184,2610,2,2,12.623064399210183,Gd,Gd,Ex
4,1963,1963,1064,1040,1,2,11.792456911128632,TA,TA,TA
9,2004,2005,1462,2224,2,3,12.765691290604371,Gd,Ex,Ex
5,1961,1995,1109,1155,1,2,11.904974309480183,TA,TA,Gd
5,1978,2005,864,864,1,1,11.824087219587643,Gd,TA,TA
5,2005,2006,1090,1090,1,2,11.964007453736912,TA,Ex,TA
7,1990,1991,1156,1717,2,2,12.141539457711714,Gd,Gd,Gd
6,1992,1993,808,1593,2,2,12.08954444723597,TA,Gd,TA
4,1912,1950,795,2230,1,1,11.682676678340282,Gd,TA,TA
5,1967,1967,892,892,1,1,11.51293546492023,TA,TA,TA
9,1999,2000,1698,1709,2,2,12.70351207261035,Gd,Ex,Gd
5,1959,2005,1626,1712,2,2,11.884495917930655,TA,TA,TA
5,1955,1955,816,1393,1,1,11.816734299348461,TA,TA,TA
8,1970,1970,2217,2217,2,2,12.498745990829315,Gd,TA,Gd
6,1953,1953,1505,1505,1,2,11.915058360753719,TA,TA,TA
5,1949,2006,672,924,1,2,11.719134432217524,TA,TA,TA
6,1978,1978,918,1683,2,2,12.058158312538197,TA,TA,TA
6,1963,2003,1059,1068,1,1,11.947955847790901,TA,TA,TA
5,1954,1954,1383,1383,1,1,12.013706813470414,TA,Gd,TA
5,1979,1979,0,1535,2,2,11.685693195625964,TA,None,TA
6,1963,1963,780,1796,1,2,11.849404844423074,TA,TA,TA
4,1936,1950,951,951,1,1,11.575909653758895,TA,TA,TA
5,1979,1979,0,2240,2,2,11.870278179170796,TA,None,TA
9,2009,2010,2330,2364,2,3,13.323928581764989,Ex,Ex,Ex
5,1961,1994,912,1236,1,1,11.813037464800539,TA,TA,TA
4,1971,1971,858,858,1,1,11.608244735642321,TA,TA,TA
5,1957,2000,992,1306,1,1,11.938199736300925,TA,TA,TA
7,2003,2003,783,1509,2,2,12.100717685412471,Gd,Gd,Gd
7,2006,2006,1670,1670,2,3,12.388398368982115,Gd,Gd,Gd
5,1967,1967,876,902,1,1,11.74006900564972,TA,TA,TA
5,1954,1954,1056,1063,1,1,11.759793355371237,TA,TA,TA
8,2006,2006,1623,1636,2,3,12.449022745701502,Gd,Gd,Gd
7,1936,1987,1017,2057,1,1,12.429220196836383,Gd,Gd,Gd
5,1983,1983,864,902,1,2,11.782960235741939,TA,Gd,TA
6,2005,2005,742,1484,2,2,12.066816325306588,Gd,Gd,Gd
5,1960,1960,1105,2274,2,2,11.946660519211651,TA,TA,TA
5,1977,1989,1268,1268,1,1,11.874097282798648,TA,Gd,Gd
5,1925,1950,768,1015,1,1,11.385103457032141,TA,TA,TA
5,1949,1950,1001,2002,2,3,11.884495917930655,TA,TA,TA
6,2009,2009,612,1224,2,2,12.065280672855897,Gd,Gd,Gd
4,1970,1970,546,1092,1,1,11.225256725762893,TA,TA,TA
2,1949,1950,480,480,0,1,10.471978128496518,TA,TA,TA
4,1956,1956,1134,1229,1,1,11.813037464800539,TA,TA,TA
7,1991,1991,1104,2127,2,3,12.380030154325457,Gd,Ex,Gd
6,1958,2002,1184,1414,1,2,12.081081821061819,Ex,Gd,TA
6,1994,1994,928,1721,2,2,12.211065162153215,Gd,Gd,Gd
5,1900,2003,1272,2200,2,0,11.890683588496984,TA,TA,TA
6,2005,2006,1316,1316,2,2,12.043500773454495,Gd,Gd,Gd
6,1993,1994,1604,1617,2,2,12.170450649220749,Gd,Gd,Gd
6,1980,1980,1686,1686,2,2,12.242891437918386,TA,Gd,TA
5,1977,1977,1126,1126,2,2,12.07254696717504,TA,Gd,Ex
8,2003,2004,1181,2374,2,3,12.560247968016562,Gd,Gd,Ex
7,1968,1968,832,1978,2,2,12.07824495582233,TA,TA,TA
8,2001,2001,1753,1788,2,2,12.373707715234994,Gd,Gd,Ex
7,1997,1997,964,2236,2,2,12.310437165348775,TA,Gd,Gd
8,2007,2007,1466,1466,2,3,12.211065162153215,Gd,Gd,Gd
5,1965,1965,925,925,1,1,11.674202123168433,TA,TA,TA
9,2006,2006,1905,1905,2,3,12.676079399771027,Ex,Ex,Ex
7,2004,2004,1500,1500,2,2,12.154784614286667,Gd,Gd,Gd
7,1960,2007,585,2069,2,2,12.396697137361691,TA,Gd,Gd
4,1926,1953,600,747,1,2,11.288543647320601,TA,Fa,TA
7,2003,2003,1176,1200,2,2,12.127575825689417,Gd,Gd,Gd
7,2005,2005,1113,1971,2,2,12.441148720271016,Gd,Gd,Gd
7,2006,2006,1391,1962,2,3,12.387560521575551,Gd,Gd,Gd
7,1940,1950,1032,2403,2,1,12.406565597924235,TA,TA,TA
6,1976,1976,1728,1728,2,2,11.924379271639218,TA,TA,TA
7,1999,1999,992,2060,2,2,12.273735966890268,Gd,Gd,Gd
4,1977,1977,1440,1440,2,0,11.918397239722838,TA,Gd,TA
5,1967,1967,1632,1632,2,2,11.870606902224587,TA,TA,TA
6,1958,1958,819,1344,1,2,11.83138646878959,TA,TA,Gd
5,1890,1996,1088,1869,1,2,11.735276702486741,TA,TA,TA
5,1959,1959,1144,1144,1,1,11.870606902224587,TA,TA,TA
8,2002,2003,1616,1629,2,3,12.506180941677357,Gd,Gd,Gd
7,2002,2002,936,1776,2,2,12.167856627501678,Gd,Gd,Gd
6,1972,2006,1161,1381,1,2,12.193498926601634,TA,TA,Gd
5,1950,2002,864,864,1,2,11.767575435251748,TA,TA,Gd
5,1965,1965,828,965,1,1,11.694421681264394,TA,TA,TA
5,1972,2003,768,768,1,1,11.804855999911272,TA,Gd,TA
5,1969,1969,784,1968,2,2,12.055255569732177,TA,TA,TA
6,1975,1975,945,980,2,0,11.755879486687116,TA,Gd,TA
6,1946,1950,979,1958,2,2,11.884495917930655,TA,Gd,TA
6,1980,1980,561,1229,1,2,11.728044909070785,TA,Gd,TA
5,1962,1962,1057,1057,1,2,11.790564777297387,TA,TA,TA
7,2003,2003,1337,1337,2,2,12.128116509451258,Gd,Gd,Gd
7,1999,1999,696,1416,2,2,11.951186847493476,Gd,Gd,Gd
5,1958,2008,858,858,1,0,11.665655135642039,TA,TA,TA
6,1977,1995,1330,2872,2,2,12.513561021741964,TA,Gd,TA
6,1976,1976,804,1548,2,2,11.951186847493476,TA,Gd,Gd
9,2007,2007,1800,1800,2,2,12.384223015005313,Gd,Ex,Ex
7,2002,2003,817,1894,2,2,12.277932735946903,Gd,Gd,Gd
6,2005,2007,783,1484,2,2,12.094587859196112,Gd,Gd,Gd
5,1940,1950,728,1308,1,1,11.982935344196433,Gd,TA,TA
5,1955,1955,1098,1098,1,1,11.813037464800539,TA,TA,TA
3,1910,1950,600,968,1,0,10.542732775946709,TA,TA,TA
6,1958,1958,588,1095,1,1,11.849404844423074,TA,TA,TA
4,1949,1950,720,1192,1,0,11.813037464800539,TA,TA,TA
7,2003,2004,764,1626,2,2,12.06105265381003,Gd,Gd,Gd
6,1979,1979,918,918,2,1,11.507922973347437,TA,Gd,TA
7,2007,2008,1428,1428,2,2,12.111767460549332,Gd,Gd,Gd
7,1910,1993,728,2019,1,2,12.02874460037869,TA,Gd,Gd
7,2000,2000,673,1382,2,2,12.013706813470414,Gd,Gd,Gd
4,1923,1958,440,869,1,0,11.356283350762888,TA,Gd,Fa
7,2006,2007,1241,1241,1,2,12.20557752297723,Gd,Gd,Gd
4,1954,1954,894,894,1,2,11.608244735642321,TA,TA,TA
5,1963,1963,1121,1121,1,2,11.842236406331555,TA,TA,TA
7,1961,2007,944,999,1,2,12.091789104493502,Ex,TA,Ex
8,1998,1999,1225,2612,2,3,12.724869415131389,Gd,Gd,Gd
7,2007,2007,1266,1266,2,2,11.982278882874377,Gd,Gd,Gd
8,2002,2002,1128,2290,2,2,12.45254592991672,Gd,Gd,Gd
5,1977,1977,0,1734,2,2,11.744045122410057,TA,None,Gd
5,1950,1950,1164,1164,1,1,11.736077016252437,TA,TA,TA
6,1910,2003,485,1635,1,1,11.669937760751914,TA,TA,Gd
9,2009,2010,1930,1940,2,3,12.887129532148373,Ex,Ex,Ex
6,1976,1976,848,2030,2,2,12.180759965737863,TA,TA,Gd
7,2006,2006,770,1576,2,2,12.190964083849375,Gd,Gd,Gd
8,1997,1998,1396,2392,2,3,12.759960632315702,Gd,Gd,Gd
8,1882,1986,916,1742,1,2,12.031725210748633,Gd,TA,Gd
6,1964,1993,822,1851,2,2,12.138869243416009,TA,TA,Gd
6,2005,2006,750,1500,2,2,12.066241450757124,TA,Gd,Gd
10,2006,2007,1700,1718,2,3,12.729323752253295,Ex,Ex,Ex
4,1946,1950,747,1230,1,1,11.7085004721646,TA,TA,TA
5,1961,1961,1050,1050,1,1,11.824087219587643,TA,TA,TA
6,1970,1970,1442,1442,2,2,12.128116509451258,TA,TA,TA
3,1922,1950,1007,1077,1,1,11.418625774449596,TA,TA,TA
7,2006,2006,1187,1208,2,2,12.235636302128867,Gd,Gd,Gd
3,1952,1952,0,944,1,2,11.314486721293981,TA,None,Fa
5,1920,1950,691,691,1,1,11.362114203075018,TA,Fa,Ex
8,2006,2006,1574,1574,2,3,12.354496960983985,Gd,Gd,Gd
5,1976,1976,1680,1680,2,2,11.827049837927534,TA,TA,TA
7,2005,2006,1346,1504,2,2,12.10625783509458,Gd,Gd,Gd
5,1977,1977,985,985,2,1,11.917730355182513,Gd,Gd,TA
6,1970,1970,1657,1657,2,2,12.004574385508691,TA,Gd,TA
4,1970,1970,546,1092,1,1,11.385103457032141,TA,TA,TA
7,2004,2005,1710,1710,2,2,12.388398368982115,Gd,Ex,Gd
5,1926,1950,1008,1522,2,0,11.532737896139919,TA,TA,TA
5,1948,1950,720,1271,2,1,11.813037464800539,TA,TA,TA
5,1965,1965,0,1664,2,0,11.51293546492023,TA,None,TA
6,1923,1996,602,1502,1,1,12.013706813470414,TA,TA,Gd
5,1910,2006,1022,1022,1,1,11.350418300109132,TA,TA,TA
6,1948,1950,1082,1082,1,1,11.688566422839942,TA,TA,TA
8,2001,2001,810,1665,2,2,12.33270970174018,Gd,Gd,Gd
7,1996,1996,1504,1504,2,2,12.220966184120165,Gd,Gd,Gd
8,1984,1984,1220,1360,1,2,12.141539457711714,Gd,Gd,Gd
7,1991,1992,384,1472,2,2,11.982935344196433,Gd,Gd,Gd
7,2005,2005,1362,1506,2,2,12.271349956195543,Gd,Gd,Gd
4,2005,2005,1132,1132,1,2,12.07824495582233,TA,Gd,Gd
7,2006,2006,1199,1220,2,2,12.175618592671356,Gd,Gd,Gd
5,1930,1950,912,1248,1,1,11.373674891823535,TA,TA,TA
7,2005,2006,1346,1504,2,2,12.160033942617156,Gd,Gd,Gd
8,1976,1976,1565,2898,2,2,12.567240979056246,Gd,Gd,Gd
5,1972,1972,882,882,1,2,11.630717389475995,TA,TA,TA
5,1960,1960,1268,1264,1,2,12.02874460037869,TA,TA,TA
8,2007,2008,1638,1646,2,3,12.588194064175278,Gd,Gd,Gd
5,1941,1950,768,1376,1,1,11.561725152903833,TA,TA,TA
6,1972,1972,672,1218,1,1,11.678448377988165,TA,TA,TA
5,1916,1995,686,1928,2,0,11.982935344196433,TA,TA,TA
7,1920,1970,824,3082,2,2,12.190964083849375,TA,TA,TA
8,1993,1993,1338,2520,2,3,12.644330802262578,Gd,Gd,Gd
7,2002,2002,1654,1654,2,3,12.345838935721968,Gd,Gd,Gd
5,1938,1950,920,954,1,1,11.693169865968983,TA,Fa,Fa
4,1957,1957,0,845,1,1,11.338583982516495,TA,None,TA
9,2007,2008,1620,1620,2,3,12.66191713053049,Gd,Ex,Ex
8,2001,2002,1055,2263,2,2,12.567240979056246,Gd,Gd,Gd
4,1970,2008,546,1344,1,0,11.48247656671073,TA,TA,TA
4,1970,1970,630,630,1,1,11.289794413577894,TA,Gd,TA
5,1957,2000,1134,1803,2,2,11.951186847493476,TA,TA,TA
6,1966,2000,800,1632,1,2,12.06105265381003,TA,TA,Gd
6,2005,2005,1306,1306,2,2,12.185875040240456,Gd,Gd,Gd
7,1990,1990,1475,2329,2,2,12.47717172708952,TA,Gd,Gd
8,1981,1981,2524,2524,2,2,12.535379989788607,Gd,Gd,Gd
3,1955,1955,0,1733,2,2,11.846543632608535,TA,None,TA
9,2005,2006,1992,2868,3,3,13.229569788348705,Gd,Ex,Ex
5,1994,1995,990,990,1,2,11.884495917930655,TA,Gd,TA
5,1960,2006,0,1771,1,2,11.652696102959753,TA,None,TA
4,1946,2006,0,930,1,1,11.349241150793087,TA,None,Gd
7,2007,2007,1302,1302,2,2,12.080996832096167,Gd,Gd,Gd
7,2007,2007,1316,1316,2,2,12.206782393599413,Gd,Gd,Gd
6,1964,1978,816,1977,1,2,12.013706813470414,TA,TA,TA
5,1957,2002,1216,1526,1,1,11.881041706925902,TA,TA,TA
8,2002,2002,1065,1989,2,2,12.449022745701502,Gd,Gd,Gd
6,1976,1976,1193,1523,2,2,12.100717685412471,TA,Gd,TA
7,2005,2005,1364,1364,2,2,12.13270055639427,Gd,Gd,Gd
7,1994,1994,973,1850,2,2,12.421188057397055,Gd,Gd,Gd
9,2008,2008,1104,2184,2,3,12.721888795877375,Ex,Ex,Ex
6,1932,1950,854,1991,1,2,12.301387370778713,TA,TA,TA
8,2001,2001,1338,1338,2,2,12.271396795480596,Gd,Gd,Gd
3,1935,1950,894,894,1,3,11.302216779257382,Fa,TA,TA
5,1900,1950,662,2337,2,2,11.407576060361786,TA,TA,TA
6,1925,1980,1103,1103,1,2,11.612779849672751,TA,TA,Gd
5,1966,1966,1154,1154,1,2,11.944714374881176,TA,TA,TA
7,1996,1997,1306,2260,2,2,12.700771936142122,Gd,Ex,Gd
6,1993,1994,799,1571,2,2,12.08954444723597,Gd,Gd,TA
6,1964,1964,780,1611,1,2,12.031129798974042,TA,TA,TA
6,1973,1973,942,2521,2,2,11.927687224983487,TA,Gd,TA
5,1949,2003,845,893,1,2,11.813037464800539,TA,TA,Gd
5,1956,1956,1048,1048,1,1,11.813037464800539,TA,TA,TA
6,1968,1968,727,1556,1,2,11.944714374881176,TA,TA,TA
5,1948,1950,810,1456,1,1,11.424105180165641,TA,Fa,TA
6,1977,1977,690,1426,1,2,11.979805470779858,TA,TA,TA
7,2006,2006,1240,1240,2,3,12.175618592671356,Gd,Gd,Gd
7,1940,1984,800,1740,1,1,12.299112067295642,TA,TA,TA
5,1936,1989,796,1466,2,2,12.04355959836804,TA,Fa,Gd
5,1969,1969,1096,1096,1,1,11.840796531639839,TA,TA,TA
6,2004,2004,848,848,1,2,11.956976469393481,Gd,Gd,Gd
5,1994,1994,990,990,1,1,11.744045122410057,TA,Gd,TA
6,1971,2004,1258,1258,2,2,11.884495917930655,Gd,TA,Gd
5,1963,1963,1040,1040,1,1,11.798111925972618,TA,TA,TA
7,2002,2002,1459,1459,2,2,12.165255859329688,Gd,Gd,Gd
6,1964,1964,1251,1251,1,1,11.982935344196433,TA,TA,TA
6,1995,1996,691,1498,2,2,12.141539457711714,TA,Gd,TA
6,1992,1992,936,996,1,2,11.898194668458823,TA,Gd,Gd
4,1973,1973,546,1092,1,1,11.332613886815139,TA,TA,TA
8,2005,2006,1082,1953,2,3,12.437188334739655,Gd,Gd,Gd
7,2004,2004,970,1709,2,2,11.83138646878959,Gd,Gd,Gd
8,2005,2005,1247,1247,1,2,12.190964083849375,Gd,Gd,Gd
3,1950,1950,0,1040,2,2,11.439289689006644,TA,None,TA
7,1999,2000,600,1252,2,2,11.982935344196433,Gd,Gd,Gd
6,1925,1950,1181,1694,2,2,11.824087219587643,TA,TA,TA
